2,1,118
3,1,87
4,1,78
8,1,112
9,1,87
10,1,45
12,1,77
16,1,134
17,1,43
20,1,108
22,1,105
23,1,99
26,1,104
27,1,98
28,1,72
29,1,46
30,1,119
31,1,129
32,1,138
33,1,138
34,1,28
35,1,132
37,1,112
38,1,62
41,1,119
43,1,139
44,1,135
45,1,95
46,1,114
47,1,129
49,1,15
51,1,10
53,1,139
54,1,41
56,1,40
57,1,13
58,1,135
60,1,131
61,1,124
63,1,150
64,1,99
65,1,77
67,1,132
68,1,136
69,1,79
70,1,39
71,1,130
77,1,99
79,1,2
83,1,138
85,1,17
86,1,91
87,1,35
89,1,14
90,1,22
91,1,56
92,1,21
95,1,61
97,1,50
101,1,46
103,1,114
107,1,62
114,1,7
115,1,29
116,1,95
118,1,119
119,1,61
120,1,10
122,1,96
123,1,41
124,1,33
126,1,146
128,1,95
129,1,46
132,1,43
133,1,15
138,1,134
139,1,79
142,1,34
143,1,98
145,1,17
147,1,73
150,1,41
151,1,89
152,1,145
154,1,64
155,1,33
157,1,127
158,1,24
159,1,125
160,1,18
162,1,134
165,1,138
167,1,79
169,1,79
175,1,104
176,1,49
180,1,47
181,1,120
183,1,21
184,1,132
187,1,125
188,1,123
189,1,112
194,1,102
196,1,21
197,1,20
199,1,113
205,1,123
206,1,89
209,1,19
211,1,28
213,1,61
214,1,89
216,1,39
217,1,43
218,1,62
219,1,11
222,1,66
225,1,119
227,1,74
228,1,35
229,1,125
231,1,91
232,1,13
236,1,2
238,1,123
239,1,116
240,1,5
241,1,150
243,1,142
244,1,110
245,1,84
246,1,140
250,1,105
253,1,17
258,1,1
260,1,122
261,1,125
262,1,103
264,1,7
267,1,19
268,1,22
269,1,96
271,1,16
272,1,147
273,1,90
276,1,130
277,1,128
278,1,107
279,1,22
282,1,51
283,1,19
284,1,112
289,1,77
293,1,106
294,1,118
295,1,106
300,1,59
301,1,12
302,1,115
303,1,18
304,1,2
306,1,31
309,1,68
311,1,63
312,1,24
314,1,115
315,1,23
316,1,2
317,1,31
318,1,50
322,1,9
323,1,133
325,1,67
326,1,23
327,1,104
328,1,64
329,1,15
330,1,100
333,1,78
335,1,24
336,1,83
340,1,93
341,1,34
344,1,80
346,1,30
348,1,149
349,1,12
351,1,115
353,1,7
354,1,137
355,1,99
358,1,64
360,1,138
363,1,82
364,1,95
365,1,89
366,1,65
368,1,149
370,1,136
371,1,51
373,1,22
377,1,66
381,1,148
383,1,96
385,1,129
387,1,27
388,1,95
389,1,24
391,1,94
393,1,150
395,1,144
396,1,97
397,1,141
401,1,83
402,1,56
403,1,84
404,1,23
407,1,46
408,1,78
409,1,55
410,1,110
411,1,16
412,1,110
415,1,79
417,1,77
419,1,102
422,1,71
423,1,69
424,1,104
425,1,42
427,1,60
429,1,46
431,1,36
433,1,139
434,1,50
435,1,5
436,1,8
437,1,11
438,1,96
439,1,7
442,1,6
444,1,34
447,1,129
448,1,15
449,1,97
450,1,125
456,1,127
457,1,32
458,1,128
460,1,90
461,1,110
463,1,61
466,1,47
467,1,143
469,1,96
470,1,68
473,1,140
474,1,111
475,1,17
478,1,68
479,1,101
480,1,57
481,1,5
