1,1,23
2,1,6
6,1,44
7,1,107
10,1,125
15,1,94
28,1,77
32,1,52
36,1,126
39,1,8
57,1,118
60,1,127
78,1,61
92,1,80
96,1,25
117,1,87
157,1,113
179,1,119
194,1,7
195,1,137
216,1,133
220,1,65
230,1,31
249,1,86
252,1,36
255,1,81
267,1,118
272,1,103
288,1,28
290,1,19
316,1,108
334,1,92
352,1,48
367,1,74
373,1,17
1,2,84
8,2,6
32,2,91
33,2,87
45,2,29
65,2,112
95,2,37
113,2,28
114,2,115
124,2,103
143,2,8
152,2,3
159,2,54
172,2,17
176,2,28
199,2,150
204,2,68
213,2,135
229,2,73
239,2,148
241,2,22
244,2,90
245,2,98
252,2,109
255,2,68
262,2,10
271,2,59
281,2,69
286,2,89
316,2,132
354,2,4
371,2,140
389,2,137
396,2,77
14,3,35
16,3,33
17,3,122
23,3,21
44,3,30
52,3,56
89,3,146
93,3,85
98,3,132
126,3,150
145,3,62
155,3,120
159,3,27
172,3,142
178,3,89
190,3,70
197,3,147
206,3,119
223,3,6
230,3,109
235,3,30
240,3,130
259,3,38
260,3,20
265,3,74
276,3,77
304,3,149
357,3,78
369,3,84
396,3,48
6,4,28
7,4,116
22,4,60
27,4,112
28,4,90
41,4,66
50,4,52
57,4,42
59,4,51
68,4,46
101,4,91
102,4,35
107,4,132
119,4,15
125,4,110
154,4,140
182,4,83
195,4,60
199,4,40
212,4,144
226,4,36
254,4,65
260,4,11
261,4,143
263,4,65
277,4,149
281,4,127
287,4,41
295,4,6
296,4,105
299,4,100
302,4,122
313,4,9
317,4,101
327,4,29
336,4,47
338,4,96
342,4,73
343,4,101
353,4,139
364,4,7
371,4,33
383,4,27
388,4,20
391,4,43
393,4,50
396,4,80
12,5,139
13,5,1
24,5,110
29,5,12
54,5,15
58,5,46
63,5,2
71,5,81
77,5,95
86,5,56
113,5,71
124,5,82
126,5,135
141,5,23
145,5,11
167,5,135
170,5,41
177,5,148
180,5,17
190,5,6
219,5,16
248,5,108
249,5,71
251,5,109
252,5,94
255,5,100
261,5,70
263,5,32
267,5,100
271,5,23
275,5,82
283,5,131
297,5,59
322,5,130
329,5,10
330,5,65
336,5,124
340,5,46
359,5,52
360,5,88
363,5,2
396,5,38
397,5,21
1,6,59
4,6,66
7,6,10
22,6,121
26,6,56
31,6,41
39,6,32
58,6,15
68,6,103
73,6,84
77,6,10
83,6,72
85,6,3
108,6,11
120,6,53
126,6,130
127,6,94
137,6,86
163,6,116
174,6,77
175,6,22
200,6,3
214,6,21
229,6,54
235,6,11
236,6,54
250,6,62
257,6,40
270,6,144
299,6,116
302,6,81
319,6,18
350,6,62
357,6,133
361,6,108
365,6,8
372,6,70
377,6,85
383,6,95
398,6,116
1,7,72
4,7,49
6,7,72
11,7,97
18,7,146
26,7,127
45,7,55
65,7,47
77,7,91
78,7,37
106,7,5
110,7,95
143,7,86
174,7,30
176,7,32
189,7,18
199,7,111
201,7,71
203,7,139
204,7,27
206,7,10
213,7,63
222,7,18
230,7,6
232,7,14
237,7,98
240,7,105
264,7,37
265,7,40
268,7,105
273,7,121
317,7,19
318,7,123
327,7,82
330,7,42
334,7,78
346,7,19
375,7,2
376,7,135
377,7,43
383,7,73
385,7,77
391,7,27
394,7,36
398,7,126
2,8,52
17,8,113
23,8,8
33,8,7
47,8,141
48,8,66
51,8,50
56,8,72
84,8,131
96,8,80
108,8,97
116,8,47
135,8,93
145,8,79
155,8,27
159,8,129
162,8,98
171,8,112
183,8,91
211,8,100
213,8,80
226,8,114
232,8,12
245,8,28
249,8,77
306,8,112
312,8,45
314,8,87
315,8,98
339,8,28
346,8,109
348,8,2
