3,1,145
7,1,112
23,1,15
26,1,72
40,1,150
41,1,90
60,1,64
63,1,102
82,1,84
94,1,137
103,1,54
105,1,127
121,1,131
125,1,143
153,1,132
164,1,129
175,1,77
206,1,65
211,1,5
225,1,17
245,1,47
252,1,143
253,1,23
256,1,113
282,1,131
294,1,149
300,1,56
3,2,61
18,2,145
26,2,143
35,2,111
51,2,125
59,2,92
66,2,35
74,2,124
80,2,32
82,2,138
129,2,1
136,2,48
138,2,80
143,2,25
154,2,138
161,2,86
164,2,64
165,2,116
194,2,103
197,2,36
202,2,15
216,2,23
228,2,21
242,2,85
282,2,80
287,2,55
288,2,144
298,2,140
299,2,26
1,3,50
2,3,149
5,3,37
9,3,52
15,3,87
16,3,7
47,3,133
59,3,111
74,3,41
78,3,93
80,3,26
88,3,68
118,3,95
122,3,137
141,3,142
184,3,22
223,3,48
234,3,81
241,3,110
243,3,45
248,3,56
249,3,97
251,3,125
252,3,120
258,3,111
280,3,34
292,3,88
20,4,55
22,4,22
38,4,115
69,4,150
91,4,82
98,4,66
100,4,90
110,4,129
112,4,128
114,4,13
118,4,69
126,4,84
137,4,126
139,4,5
148,4,79
150,4,82
165,4,66
185,4,44
186,4,150
195,4,116
196,4,60
203,4,120
207,4,102
215,4,92
234,4,11
238,4,49
239,4,135
255,4,113
262,4,66
277,4,124
280,4,1
300,4,38
3,5,14
8,5,113
16,5,33
19,5,27
25,5,29
51,5,85
57,5,128
59,5,30
68,5,43
82,5,44
89,5,83
92,5,63
104,5,68
112,5,98
119,5,146
122,5,7
127,5,119
132,5,44
136,5,146
149,5,96
159,5,25
174,5,103
179,5,103
183,5,37
189,5,83
193,5,82
205,5,70
213,5,80
215,5,68
229,5,108
246,5,97
252,5,30
294,5,94
9,6,147
22,6,149
31,6,47
35,6,6
41,6,44
48,6,114
53,6,11
66,6,9
73,6,47
78,6,28
80,6,39
81,6,54
86,6,64
109,6,51
116,6,106
129,6,93
140,6,117
148,6,103
159,6,32
167,6,25
185,6,150
191,6,120
202,6,67
206,6,70
210,6,70
213,6,68
225,6,140
235,6,108
243,6,88
245,6,138
249,6,114
251,6,7
266,6,23
283,6,84
285,6,64
1,7,122
27,7,10
28,7,60
38,7,34
48,7,139
86,7,95
92,7,60
100,7,4
107,7,72
108,7,97
117,7,70
133,7,131
147,7,32
183,7,66
185,7,59
195,7,133
199,7,57
203,7,5
225,7,95
230,7,3
251,7,133
252,7,147
262,7,109
264,7,17
280,7,93
284,7,116
297,7,94
5,8,38
20,8,142
43,8,3
53,8,108
58,8,80
67,8,15
90,8,117
98,8,96
123,8,113
144,8,65
145,8,149
161,8,37
164,8,47
178,8,124
179,8,17
191,8,147
202,8,80
209,8,35
216,8,110
220,8,26
233,8,20
265,8,88
266,8,32
275,8,94
280,8,75
299,8,132
3,9,72
6,9,128
17,9,86
24,9,97
31,9,129
39,9,13
41,9,34
43,9,87
