6,1,1
10,1,82
13,1,77
26,1,54
42,1,37
115,1,23
119,1,120
131,1,101
150,1,21
155,1,115
156,1,85
157,1,23
162,1,37
171,1,104
179,1,91
180,1,114
184,1,72
191,1,39
192,1,57
200,1,47
202,1,131
214,1,83
216,1,122
221,1,4
226,1,21
227,1,122
277,1,66
281,1,130
290,1,69
295,1,131
298,1,7
2,2,12
4,2,116
7,2,137
15,2,61
25,2,32
29,2,89
30,2,95
84,2,16
154,2,40
159,2,14
161,2,138
165,2,70
176,2,106
180,2,52
198,2,66
199,2,108
218,2,109
227,2,123
243,2,135
249,2,79
276,2,30
283,2,21
288,2,50
296,2,29
300,2,71
7,3,102
12,3,50
13,3,24
15,3,4
17,3,119
27,3,92
34,3,16
48,3,66
76,3,55
93,3,16
99,3,24
104,3,41
113,3,108
125,3,109
137,3,76
142,3,7
144,3,34
148,3,39
159,3,62
162,3,81
163,3,118
172,3,5
175,3,59
180,3,123
184,3,70
208,3,92
213,3,24
216,3,149
218,3,42
226,3,54
227,3,64
235,3,144
244,3,75
252,3,36
254,3,83
260,3,147
270,3,26
276,3,107
284,3,81
289,3,22
2,4,78
5,4,90
12,4,24
21,4,47
35,4,121
38,4,25
43,4,31
44,4,32
60,4,10
64,4,96
77,4,91
79,4,115
83,4,60
85,4,76
96,4,18
107,4,60
118,4,110
125,4,124
136,4,67
160,4,24
164,4,44
166,4,61
174,4,149
176,4,77
195,4,28
204,4,36
223,4,13
226,4,23
231,4,105
237,4,54
259,4,34
264,4,142
279,4,92
280,4,62
286,4,27
292,4,150
4,5,52
8,5,93
24,5,111
27,5,140
45,5,44
48,5,140
70,5,141
80,5,56
82,5,74
87,5,118
105,5,103
114,5,113
115,5,87
159,5,109
183,5,75
188,5,62
193,5,9
194,5,135
196,5,118
204,5,60
219,5,50
221,5,25
226,5,149
229,5,80
230,5,25
238,5,114
243,5,143
254,5,149
268,5,93
279,5,57
280,5,111
293,5,118
295,5,142
299,5,107
1,6,87
9,6,113
21,6,32
29,6,47
54,6,124
55,6,42
75,6,14
81,6,62
86,6,103
87,6,139
99,6,99
100,6,39
109,6,120
114,6,41
116,6,124
143,6,77
167,6,27
178,6,128
181,6,8
186,6,115
